order_id,customer_id,order_date,status,total_amount
ORD0000404,CUST000105,2025-10-18 13:54:57,shipped,3185.01
ORD0000405,CUST000062,2025-01-06 16:05:26,delivered,3590.42
ORD0000406,CUST000097,2024-10-13 03:09:06,shipped,3009.77
ORD0000407,CUST000150,2025-05-15 01:27:40,shipped,4621.3
ORD0000408,CUST000178,2025-09-18 21:45:57,shipped,3964.07
ORD0000409,CUST000093,2025-11-17 23:21:05,canceled,2707.68
ORD0000410,CUST000164,2025-12-02 05:06:31,processing,3856.32
ORD0000411,CUST000169,2025-12-11 00:58:44,shipped,3252.65
ORD0000412,CUST000012,2025-11-24 18:26:11,returned,3403.49
ORD0000413,CUST000103,2025-03-25 21:49:00,returned,2180.75
ORD0000414,CUST000003,2025-05-01 06:02:45,shipped,2577.85
ORD0000415,CUST000133,2025-10-05 20:42:32,delivered,2897.42
ORD0000416,CUST000115,2024-11-25 23:17:41,shipped,3873.09
ORD0000417,CUST000151,2025-09-24 00:52:32,shipped,1757.59
ORD0000418,CUST000007,2025-09-26 03:53:22,processing,2109.08
ORD0000419,CUST000022,2025-05-03 06:32:00,delivered,3664.25
ORD0000420,CUST000090,2025-09-03 01:21:35,shipped,3932.14
ORD0000421,CUST000134,2025-09-16 01:32:34,shipped,533.23
ORD0000422,CUST000185,2025-09-29 12:01:03,shipped,382.51
ORD0000423,CUST000012,2024-12-11 16:35:39,pending,1748.24
ORD0000424,CUST000028,2025-08-16 04:40:51,delivered,4653.12
ORD0000425,CUST000190,2025-03-24 14:52:26,shipped,2781.96
ORD0000426,CUST000085,2025-08-17 19:40:04,shipped,2337.17
ORD0000427,CUST000104,2025-07-25 12:26:47,shipped,3303.67
ORD0000428,CUST000102,2025-02-13 17:46:25,delivered,4421.33
ORD0000429,CUST000116,2025-11-20 10:30:51,shipped,3538.44
ORD0000430,CUST000053,2025-08-31 15:28:56,delivered,4053.21
ORD0000431,CUST000017,2025-11-26 12:52:18,processing,4366.3
ORD0000432,CUST000048,2025-09-14 20:22:39,shipped,2314.87
ORD0000433,CUST000068,2025-09-27 06:12:49,shipped,3213.59
ORD0000434,CUST000153,2025-08-10 07:40:06,delivered,2955.67
ORD0000435,CUST000090,2025-09-18 15:04:06,delivered,3105.95
ORD0000436,CUST000173,2025-05-23 20:23:27,canceled,2971.33
ORD0000437,CUST000173,2025-01-16 20:35:05,shipped,1230.93
ORD0000438,CUST000030,2025-08-29 16:13:29,shipped,749.72
ORD0000439,CUST000100,2025-10-29 21:18:28,delivered,2895.29
ORD0000440,CUST000109,2025-08-21 05:01:21,shipped,2710.03
ORD0000441,CUST000166,2025-12-09 23:42:07,returned,2796.82
ORD0000442,CUST000126,2025-08-18 17:45:20,processing,1607.17
ORD0000443,CUST000116,2025-09-08 10:29:58,canceled,4761.62
ORD0000444,CUST000125,2025-04-10 01:48:53,shipped,1950.52
ORD0000445,CUST000144,2025-03-07 05:52:54,delivered,2075.22
ORD0000446,CUST000126,2025-09-12 08:39:58,delivered,2247.07
ORD0000447,CUST000043,2024-04-30 14:45:59,delivered,3989.61
ORD0000448,CUST000057,2025-11-08 11:37:05,pending,1162.97
ORD0000449,CUST000074,2025-06-27 22:25:51,delivered,2849.97
ORD0000450,CUST000198,2025-09-25 17:58:50,shipped,2578.49
ORD0000451,CUST000147,2025-06-22 06:21:06,shipped,2738.38
ORD0000452,CUST000094,2024-12-10 03:13:26,delivered,2234.76
ORD0000453,CUST000056,2025-04-21 03:27:56,processing,4158.85
ORD0000454,CUST000193,2025-07-12 17:56:08,shipped,4996.6
ORD0000455,CUST000116,2025-10-19 01:27:38,shipped,4092.81
ORD0000456,CUST000113,2025-05-11 13:17:56,delivered,1222.88
ORD0000457,CUST000189,2025-07-05 11:57:28,canceled,3070.8
ORD0000458,CUST000110,2025-09-11 09:17:36,delivered,3935.0
ORD0000459,CUST000053,2025-06-07 14:22:32,delivered,2684.79
ORD0000460,CUST000153,2025-10-07 14:58:29,shipped,4896.05
ORD0000461,CUST000075,2025-11-20 15:53:59,delivered,4764.37
ORD0000462,CUST000132,2025-11-16 22:52:35,delivered,721.17
ORD0000463,CUST000193,2025-09-14 11:07:42,canceled,4962.81
ORD0000464,CUST000168,2025-02-28 09:30:13,delivered,706.82
ORD0000465,CUST000038,2025-11-01 02:26:17,delivered,3819.29
ORD0000466,CUST000174,2025-08-27 09:02:31,shipped,2908.26
ORD0000467,CUST000069,2025-11-13 01:55:37,shipped,423.81
ORD0000468,CUST000197,2025-11-23 13:51:44,shipped,3761.52
ORD0000469,CUST000178,2025-08-30 18:54:48,shipped,2465.82
ORD0000470,CUST000149,2024-04-21 03:38:59,canceled,4243.48
ORD0000471,CUST000024,2025-07-18 09:52:33,delivered,3501.58
ORD0000472,CUST000017,2025-12-07 03:14:41,shipped,1128.26
ORD0000473,CUST000110,2025-09-20 07:03:44,shipped,1648.18
ORD0000474,CUST000073,2025-07-06 04:40:48,shipped,696.44
ORD0000475,CUST000125,2025-06-29 13:06:16,canceled,3823.16
ORD0000476,CUST000012,2024-11-29 15:27:25,delivered,4191.68
ORD0000477,CUST000005,2025-06-30 17:46:19,canceled,832.02
ORD0000478,CUST000117,2024-11-09 14:40:06,returned,2167.61
ORD0000479,CUST000177,2025-10-31 15:16:14,canceled,1544.23
ORD0000480,CUST000071,2024-12-15 23:36:05,delivered,1289.43
ORD0000481,CUST000096,2025-08-03 02:00:50,canceled,869.35
ORD0000482,CUST000102,2025-10-03 08:44:11,shipped,3512.23
ORD0000483,CUST000060,2025-10-02 08:32:05,delivered,3533.31
ORD0000484,CUST000001,2024-09-11 12:09:28,shipped,706.86
ORD0000485,CUST000058,2025-11-09 09:02:55,delivered,95.97
ORD0000486,CUST000179,2025-05-08 04:12:05,delivered,4941.37
ORD0000487,CUST000109,2025-11-27 21:46:00,processing,400.6
ORD0000488,CUST000099,2024-11-02 17:51:06,delivered,557.01
ORD0000489,CUST000081,2025-07-07 17:26:39,canceled,728.79
ORD0000490,CUST000199,2025-11-13 06:10:05,delivered,709.07
ORD0000491,CUST000174,2025-07-09 20:40:02,processing,2838.29
ORD0000492,CUST000157,2025-10-07 08:51:06,shipped,1788.38
ORD0000493,CUST000055,2025-08-03 05:42:53,delivered,4603.48
ORD0000494,CUST000158,2025-08-23 06:21:12,shipped,1125.36
ORD0000495,CUST000026,2025-05-22 17:34:05,delivered,2968.39
ORD0000496,CUST000099,2025-05-25 09:41:56,returned,1606.79
ORD0000497,CUST000036,2025-11-03 02:40:22,shipped,467.03
ORD0000498,CUST000142,2025-11-27 03:01:45,delivered,3057.59
ORD0000499,CUST000200,2025-11-30 03:42:28,delivered,4247.07
ORD0000500,CUST000169,2025-12-08 20:06:24,shipped,3054.29
ORD0000501,CUST000049,2025-08-09 05:46:01,shipped,320.12
ORD0000502,CUST000062,2025-07-13 19:08:18,shipped,1243.35
ORD0000503,CUST000164,2025-03-28 07:05:14,processing,4449.19
ORD0000504,CUST000004,2025-03-08 01:11:34,canceled,703.32
ORD0000505,CUST000146,2025-08-31 02:31:39,shipped,3430.56
ORD0000506,CUST000196,2025-03-24 20:30:34,returned,3863.32
ORD0000507,CUST000005,2025-09-28 16:05:50,processing,1347.82
ORD0000508,CUST000011,2024-11-18 13:48:40,canceled,2019.98
ORD0000509,CUST000074,2025-11-04 04:43:28,delivered,2146.7
ORD0000510,CUST000103,2024-09-13 08:58:19,delivered,2711.39
ORD0000511,CUST000040,2024-08-30 22:47:56,processing,441.16
ORD0000512,CUST000053,2025-07-14 21:20:25,shipped,1984.12
ORD0000513,CUST000163,2025-05-10 09:13:38,shipped,2215.56
ORD0000514,CUST000062,2024-08-08 09:12:28,shipped,4626.91
ORD0000515,CUST000030,2025-10-21 04:02:29,delivered,322.39
ORD0000516,CUST000171,2025-11-17 17:28:39,delivered,919.45
ORD0000517,CUST000004,2025-12-02 10:03:29,processing,106.19
ORD0000518,CUST000128,2025-12-03 17:44:53,shipped,2610.25
ORD0000519,CUST000185,2025-04-12 14:04:12,shipped,678.31
ORD0000520,CUST000200,2025-11-03 19:35:14,shipped,4437.75
ORD0000521,CUST000198,2024-03-02 15:26:43,shipped,2175.16
ORD0000522,CUST000135,2025-03-10 23:12:44,shipped,4876.5
ORD0000523,CUST000161,2025-05-11 01:19:56,shipped,2578.37
ORD0000524,CUST000015,2025-10-29 04:12:35,canceled,876.06
ORD0000525,CUST000041,2024-11-22 05:58:58,delivered,4476.63
ORD0000526,CUST000173,2025-01-02 09:35:30,shipped,2568.68
ORD0000527,CUST000012,2024-09-22 20:18:56,shipped,2385.23
ORD0000528,CUST000099,2024-12-19 22:22:50,shipped,4803.69
ORD0000529,CUST000010,2025-12-09 16:26:18,delivered,3584.4
ORD0000530,CUST000168,2025-06-21 23:37:31,shipped,1278.9
ORD0000531,CUST000185,2025-05-06 03:43:29,shipped,435.54
ORD0000532,CUST000096,2025-01-03 09:14:25,shipped,4514.61
ORD0000533,CUST000046,2024-12-25 16:44:15,delivered,4908.0
ORD0000534,CUST000103,2024-09-02 21:17:17,canceled,4336.86
ORD0000535,CUST000199,2025-12-07 16:58:17,shipped,477.61
ORD0000536,CUST000117,2024-11-15 06:37:28,shipped,1493.4
ORD0000537,CUST000078,2025-11-05 11:54:46,delivered,2346.44
ORD0000538,CUST000152,2025-10-02 21:00:58,returned,3890.64
ORD0000539,CUST000188,2025-11-19 21:30:19,delivered,1263.38
ORD0000540,CUST000002,2024-11-19 12:37:21,pending,2730.65
ORD0000541,CUST000163,2025-04-18 10:25:12,returned,57.24
ORD0000542,CUST000169,2025-12-09 06:58:29,delivered,3649.71
ORD0000543,CUST000027,2025-09-16 23:26:53,shipped,1228.93
ORD0000544,CUST000126,2025-07-05 06:49:09,returned,754.75
ORD0000545,CUST000072,2024-11-20 04:46:16,pending,1195.79
ORD0000546,CUST000134,2025-09-02 11:55:44,delivered,1893.84
ORD0000547,CUST000192,2025-09-27 11:36:10,delivered,2551.87
ORD0000548,CUST000164,2025-09-19 20:39:00,shipped,2979.88
ORD0000549,CUST000016,2025-04-27 02:11:49,delivered,697.01
ORD0000550,CUST000075,2025-11-17 21:51:26,canceled,4633.91
ORD0000551,CUST000101,2025-09-14 23:18:22,delivered,1664.95
ORD0000552,CUST000116,2025-10-20 20:03:33,shipped,4720.6
ORD0000553,CUST000035,2025-08-14 17:38:58,delivered,589.42
ORD0000554,CUST000028,2024-07-13 22:03:38,shipped,1604.46
ORD0000555,CUST000031,2025-06-08 21:04:14,shipped,3863.17
ORD0000556,CUST000116,2025-10-27 21:28:16,shipped,4269.79
ORD0000557,CUST000024,2024-11-26 17:55:33,delivered,1555.86
ORD0000558,CUST000181,2025-12-07 06:31:43,delivered,1114.35
ORD0000559,CUST000084,2025-06-30 11:35:55,processing,1278.68
ORD0000560,CUST000092,2025-12-03 14:13:59,shipped,3402.06
ORD0000561,CUST000067,2025-02-02 15:14:59,pending,2051.74
ORD0000562,CUST000116,2025-10-16 13:03:02,processing,554.44
ORD0000563,CUST000036,2025-10-21 20:17:43,pending,4160.34
ORD0000564,CUST000057,2025-10-31 15:36:11,shipped,2032.88
ORD0000565,CUST000176,2025-07-01 08:52:55,canceled,466.0
ORD0000566,CUST000151,2025-04-09 09:55:00,canceled,421.19
ORD0000567,CUST000017,2025-11-08 02:36:31,canceled,2244.99
ORD0000568,CUST000033,2025-11-14 13:42:30,canceled,4155.31
ORD0000569,CUST000085,2025-02-28 23:32:17,pending,2331.92
ORD0000570,CUST000044,2025-07-09 06:45:50,shipped,3635.93
ORD0000571,CUST000128,2025-06-07 09:46:05,shipped,2161.99
ORD0000572,CUST000091,2025-10-08 14:52:01,canceled,1411.16
ORD0000573,CUST000115,2024-06-03 19:53:27,pending,3114.92
ORD0000574,CUST000063,2025-04-30 20:45:50,shipped,2089.36
ORD0000575,CUST000141,2025-05-31 07:36:48,processing,1434.89
ORD0000576,CUST000036,2025-11-19 18:10:36,shipped,4429.03
ORD0000577,CUST000135,2025-05-21 22:06:27,delivered,4020.73
ORD0000578,CUST000005,2025-08-19 21:21:18,delivered,1827.6
ORD0000579,CUST000140,2025-08-25 01:17:56,shipped,2849.97
ORD0000580,CUST000083,2025-06-02 01:06:53,shipped,179.01
ORD0000581,CUST000153,2025-06-05 10:42:15,pending,4062.91
ORD0000582,CUST000072,2024-10-24 10:50:54,delivered,2384.84
ORD0000583,CUST000092,2025-12-08 03:36:08,returned,4871.2
ORD0000584,CUST000026,2025-07-03 14:44:46,delivered,1369.31
ORD0000585,CUST000189,2024-11-18 13:56:17,delivered,4741.62
ORD0000586,CUST000148,2025-09-26 05:40:12,shipped,4204.15
ORD0000587,CUST000045,2025-11-20 20:26:58,shipped,1624.12
ORD0000588,CUST000189,2025-07-11 19:55:39,canceled,189.62
ORD0000589,CUST000180,2025-03-11 20:47:18,canceled,2839.85
ORD0000590,CUST000145,2025-02-22 10:47:30,delivered,4061.49
ORD0000591,CUST000127,2025-06-23 00:04:12,shipped,2477.66
ORD0000592,CUST000024,2024-09-08 22:48:34,shipped,1133.1
ORD0000593,CUST000135,2025-08-18 19:03:45,pending,4593.59
ORD0000594,CUST000052,2025-02-11 07:56:37,shipped,928.43
ORD0000595,CUST000083,2024-09-19 15:22:00,pending,2953.72
ORD0000596,CUST000037,2024-08-20 21:53:47,delivered,4310.31
ORD0000597,CUST000019,2025-11-26 20:25:11,delivered,3327.59
ORD0000598,CUST000151,2025-02-07 03:13:18,shipped,1646.89
ORD0000599,CUST000041,2025-11-27 22:18:20,canceled,3969.62
ORD0000600,CUST000125,2025-10-26 04:01:04,shipped,3550.56
ORD0000601,CUST000144,2025-07-31 08:44:13,canceled,3087.86
ORD0000602,CUST000092,2025-11-29 09:26:57,delivered,4081.55
ORD0000603,CUST000097,2025-04-11 23:56:28,delivered,1507.86
ORD0000604,CUST000046,2024-07-06 17:46:55,canceled,4746.06
ORD0000605,CUST000101,2025-11-12 05:41:59,returned,4827.66
ORD0000606,CUST000009,2025-10-04 06:01:41,delivered,4609.14
ORD0000607,CUST000157,2025-07-16 00:59:04,delivered,565.35
ORD0000608,CUST000128,2025-06-28 23:48:59,shipped,435.14
ORD0000609,CUST000089,2025-01-14 13:19:07,shipped,4432.34
ORD0000610,CUST000023,2025-10-01 03:20:13,shipped,1362.8
ORD0000611,CUST000064,2025-11-09 01:27:40,processing,1320.46
ORD0000612,CUST000028,2025-09-18 19:22:17,pending,1960.39
ORD0000613,CUST000188,2025-10-01 14:39:20,returned,4428.53
ORD0000614,CUST000127,2025-11-01 21:48:02,shipped,2752.82
ORD0000615,CUST000026,2025-10-01 13:42:53,delivered,2911.37
ORD0000616,CUST000195,2025-12-04 13:30:53,shipped,2283.87
ORD0000617,CUST000009,2025-10-15 04:56:01,pending,1342.58
ORD0000618,CUST000027,2025-08-22 12:58:19,shipped,4445.26
ORD0000619,CUST000042,2024-09-11 23:07:40,shipped,4495.71
ORD0000620,CUST000024,2025-04-15 19:37:04,delivered,3087.54
ORD0000621,CUST000124,2025-08-29 01:38:07,shipped,3285.49
ORD0000622,CUST000156,2025-07-30 11:55:26,shipped,551.23
ORD0000623,CUST000053,2025-07-28 07:54:07,shipped,2792.86
ORD0000624,CUST000187,2025-06-06 14:04:13,shipped,1443.54
ORD0000625,CUST000061,2024-08-06 10:56:49,pending,2880.26
ORD0000626,CUST000126,2025-07-23 11:28:08,processing,68.89
ORD0000627,CUST000023,2025-09-15 03:19:30,delivered,3144.2
ORD0000628,CUST000123,2025-03-17 20:10:06,processing,1074.42
ORD0000629,CUST000164,2024-08-05 15:11:37,returned,2394.17
ORD0000630,CUST000030,2025-09-23 00:12:23,delivered,2381.18
ORD0000631,CUST000170,2025-10-18 13:42:40,processing,2743.42
ORD0000632,CUST000048,2025-09-15 20:44:22,canceled,1878.54
ORD0000633,CUST000115,2024-03-15 00:55:13,shipped,2352.04
ORD0000634,CUST000058,2025-12-10 05:11:26,shipped,355.11
ORD0000635,CUST000193,2025-05-15 04:06:26,processing,1751.77
ORD0000636,CUST000139,2025-11-21 18:37:31,returned,2969.15
ORD0000637,CUST000142,2025-05-01 09:43:17,delivered,4101.11
ORD0000638,CUST000108,2025-09-04 10:18:53,delivered,4684.99
ORD0000639,CUST000147,2025-08-08 10:12:41,shipped,440.83
ORD0000640,CUST000183,2024-12-07 20:29:35,shipped,4507.25
ORD0000641,CUST000147,2025-07-05 04:10:49,processing,3798.08
ORD0000642,CUST000045,2025-11-20 10:02:19,returned,4051.88
ORD0000643,CUST000033,2025-11-12 04:15:59,shipped,4941.99
ORD0000644,CUST000112,2025-05-11 19:42:08,returned,3154.77
ORD0000645,CUST000153,2025-06-20 12:57:47,shipped,3649.16
ORD0000646,CUST000018,2025-07-29 21:42:07,shipped,2016.91
ORD0000647,CUST000084,2025-08-19 03:29:56,shipped,4589.95
ORD0000648,CUST000004,2025-11-26 14:27:45,delivered,2636.68
ORD0000649,CUST000108,2024-10-10 21:06:21,shipped,783.59
ORD0000650,CUST000151,2025-08-13 04:28:39,delivered,4701.27
ORD0000651,CUST000028,2025-05-19 07:04:27,delivered,3939.44
ORD0000652,CUST000138,2025-07-12 16:26:15,canceled,1357.48
ORD0000653,CUST000168,2025-07-17 16:47:54,delivered,2391.58
ORD0000654,CUST000045,2025-11-25 16:09:30,shipped,3110.31
ORD0000655,CUST000175,2025-09-09 04:42:26,shipped,2009.17
ORD0000656,CUST000085,2025-10-07 13:33:07,shipped,3741.46
ORD0000657,CUST000069,2025-11-04 23:11:52,pending,4096.06
ORD0000658,CUST000078,2025-08-14 06:22:03,shipped,2483.52
ORD0000659,CUST000179,2024-10-29 14:25:12,returned,1178.39
ORD0000660,CUST000077,2025-10-28 10:08:49,shipped,4137.83
ORD0000661,CUST000069,2025-11-13 13:48:00,delivered,491.97
ORD0000662,CUST000114,2025-05-26 22:17:28,canceled,2065.49
ORD0000663,CUST000125,2025-12-08 00:12:35,shipped,1900.86
ORD0000664,CUST000015,2025-10-30 16:41:58,delivered,374.8
ORD0000665,CUST000182,2025-02-13 17:12:21,shipped,3913.56
ORD0000666,CUST000135,2025-09-23 00:17:32,pending,1004.18
ORD0000667,CUST000052,2024-12-16 17:41:49,shipped,2309.42
ORD0000668,CUST000093,2025-11-19 03:18:37,shipped,1873.34
ORD0000669,CUST000119,2025-09-19 19:46:18,shipped,4619.21
ORD0000670,CUST000175,2024-04-12 03:39:49,shipped,2469.49
ORD0000671,CUST000115,2024-06-26 07:36:01,returned,2399.18
ORD0000672,CUST000142,2025-08-21 13:18:37,shipped,4196.39
ORD0000673,CUST000067,2024-11-29 19:08:52,shipped,1963.5
ORD0000674,CUST000042,2025-10-03 04:38:41,delivered,1110.88
ORD0000675,CUST000057,2025-11-25 17:33:40,shipped,1073.32
ORD0000676,CUST000167,2025-05-09 04:31:27,shipped,4329.92
ORD0000677,CUST000197,2025-12-07 21:02:27,pending,4562.0
ORD0000678,CUST000166,2025-07-15 21:31:22,delivered,91.9
ORD0000679,CUST000065,2025-11-26 19:35:30,delivered,1562.03
ORD0000680,CUST000182,2025-05-30 07:24:18,shipped,4482.64
ORD0000681,CUST000090,2025-10-30 04:30:09,shipped,2360.16
ORD0000682,CUST000174,2025-09-21 05:16:20,delivered,2015.91
ORD0000683,CUST000027,2025-08-09 13:24:54,shipped,3328.66
ORD0000684,CUST000096,2025-06-24 01:30:09,delivered,3064.8
ORD0000685,CUST000077,2025-10-05 09:19:59,processing,365.99
ORD0000686,CUST000071,2025-06-14 00:36:44,canceled,1342.68
ORD0000687,CUST000183,2025-06-30 22:58:38,shipped,2610.6
ORD0000688,CUST000062,2024-08-07 12:07:09,delivered,4021.7
ORD0000689,CUST000154,2025-06-24 09:10:51,delivered,3419.74
ORD0000690,CUST000185,2025-01-11 18:58:25,delivered,4987.47
ORD0000691,CUST000067,2025-08-11 16:45:00,shipped,3696.82
ORD0000692,CUST000150,2025-09-11 09:22:04,returned,4089.27
ORD0000693,CUST000088,2025-09-23 13:38:33,delivered,3447.27
ORD0000694,CUST000164,2025-08-23 14:58:31,shipped,4706.31
ORD0000695,CUST000092,2025-12-06 06:56:11,shipped,891.43
ORD0000696,CUST000169,2025-12-10 09:28:35,shipped,533.14
ORD0000697,CUST000033,2025-11-22 15:53:48,delivered,2817.21
ORD0000698,CUST000047,2025-09-20 12:54:08,canceled,3289.45
ORD0000699,CUST000057,2025-11-11 13:14:38,shipped,4363.59
ORD0000700,CUST000108,2025-03-29 19:48:06,shipped,2948.57
ORD0000701,CUST000119,2025-11-26 00:39:23,processing,315.7
ORD0000702,CUST000163,2025-11-27 08:17:58,delivered,3122.24
ORD0000703,CUST000121,2024-12-05 22:20:17,shipped,4344.11
ORD0000704,CUST000098,2025-11-20 09:43:28,shipped,317.61
ORD0000705,CUST000039,2024-12-28 05:46:58,returned,1746.22
ORD0000706,CUST000146,2025-11-30 18:07:16,canceled,2314.98
ORD0000707,CUST000081,2025-11-19 22:02:04,shipped,450.02
ORD0000708,CUST000086,2025-07-18 15:46:38,shipped,337.17
ORD0000709,CUST000116,2025-10-21 03:23:07,shipped,3879.03
ORD0000710,CUST000148,2025-06-28 22:01:55,shipped,3829.67
ORD0000711,CUST000023,2025-07-13 00:04:34,delivered,3185.76
ORD0000712,CUST000104,2025-10-28 12:02:18,returned,1947.42
ORD0000713,CUST000010,2025-12-02 06:34:47,shipped,1896.85
ORD0000714,CUST000004,2025-02-05 20:19:21,delivered,2678.62
ORD0000715,CUST000005,2025-10-16 00:39:35,pending,3681.34
ORD0000716,CUST000058,2025-11-26 06:41:08,canceled,1594.86
ORD0000717,CUST000027,2025-10-21 14:38:52,shipped,1565.27
ORD0000718,CUST000017,2025-12-08 12:03:37,pending,4744.89
ORD0000719,CUST000117,2025-07-29 11:46:19,shipped,3449.56
ORD0000720,CUST000035,2024-09-09 03:34:25,returned,2476.38
ORD0000721,CUST000193,2025-06-19 19:01:53,shipped,4539.13
ORD0000722,CUST000104,2025-05-22 07:29:12,shipped,3649.49
ORD0000723,CUST000034,2024-07-13 02:55:26,delivered,2968.98
ORD0000724,CUST000044,2024-07-24 04:41:34,shipped,3270.17
ORD0000725,CUST000010,2025-10-01 16:24:43,canceled,1316.16
ORD0000726,CUST000137,2025-08-30 13:23:08,pending,4973.67
ORD0000727,CUST000170,2025-10-03 08:07:43,delivered,147.72
ORD0000728,CUST000177,2025-10-30 01:42:02,shipped,1932.26
ORD0000729,CUST000141,2025-03-04 10:24:47,shipped,807.98
ORD0000730,CUST000178,2025-12-10 05:50:54,pending,2133.31
ORD0000731,CUST000026,2025-10-17 10:11:04,shipped,3047.89
ORD0000732,CUST000036,2025-11-19 17:13:25,delivered,569.33
ORD0000733,CUST000185,2025-08-29 19:04:32,processing,614.36
ORD0000734,CUST000028,2025-03-29 20:25:03,shipped,1038.76
ORD0000735,CUST000068,2025-10-23 09:43:16,returned,1821.71
ORD0000736,CUST000105,2025-05-24 22:10:56,shipped,2763.29
ORD0000737,CUST000054,2025-11-19 17:50:57,shipped,63.55
ORD0000738,CUST000172,2024-12-08 11:21:42,canceled,4184.4
ORD0000739,CUST000172,2025-10-19 02:59:43,processing,495.91
ORD0000740,CUST000131,2024-10-10 17:45:49,delivered,551.39
ORD0000741,CUST000066,2025-10-21 17:59:31,shipped,4943.9
ORD0000742,CUST000076,2025-06-30 07:14:29,shipped,544.05
ORD0000743,CUST000045,2025-11-14 05:14:02,canceled,1833.06
ORD0000744,CUST000174,2025-08-11 20:14:40,shipped,623.71
ORD0000745,CUST000195,2025-12-09 11:50:51,pending,4267.39
ORD0000746,CUST000170,2025-11-24 16:17:17,shipped,1819.76
ORD0000747,CUST000113,2025-11-23 10:50:36,shipped,3678.69
ORD0000748,CUST000096,2025-09-30 12:21:38,shipped,613.47
ORD0000749,CUST000103,2025-06-30 22:54:15,shipped,1959.29
ORD0000750,CUST000123,2025-11-05 22:39:51,shipped,4436.31
ORD0000751,CUST000043,2024-05-24 05:12:05,processing,3645.74
ORD0000752,CUST000041,2024-07-27 15:37:36,shipped,2974.21
ORD0000753,CUST000146,2025-10-20 02:42:09,shipped,3076.05
ORD0000754,CUST000200,2025-04-17 20:44:00,delivered,4319.75
ORD0000755,CUST000187,2024-07-23 12:59:39,shipped,2466.21
ORD0000756,CUST000106,2025-03-04 01:09:46,pending,1344.98
ORD0000757,CUST000081,2025-02-19 18:43:35,delivered,3405.75
ORD0000758,CUST000197,2025-12-09 08:49:23,delivered,2846.81
ORD0000759,CUST000172,2025-06-20 02:36:34,shipped,3456.8
ORD0000760,CUST000159,2025-08-21 21:43:15,shipped,3646.93
ORD0000761,CUST000124,2025-10-29 04:30:21,delivered,3224.95
ORD0000762,CUST000039,2025-11-20 05:23:59,canceled,3083.92
ORD0000763,CUST000003,2025-11-28 19:52:36,canceled,2552.56
ORD0000764,CUST000121,2025-07-27 22:48:42,canceled,420.58
ORD0000765,CUST000126,2025-08-24 21:56:59,shipped,4852.22
ORD0000766,CUST000013,2025-08-15 02:32:10,shipped,3234.42
ORD0000767,CUST000104,2025-08-14 03:35:24,processing,2248.73
ORD0000768,CUST000147,2025-10-29 22:27:00,processing,2517.36
ORD0000769,CUST000081,2025-04-02 01:56:56,returned,3738.93
ORD0000770,CUST000005,2025-06-26 13:08:15,shipped,227.37
ORD0000771,CUST000141,2024-11-26 08:18:12,delivered,3969.33
ORD0000772,CUST000159,2025-12-05 05:00:12,shipped,2566.27
ORD0000773,CUST000053,2025-11-08 17:17:11,returned,1848.55
ORD0000774,CUST000014,2025-12-10 00:54:50,shipped,2299.58
ORD0000775,CUST000144,2025-09-26 17:30:45,delivered,2392.01
ORD0000776,CUST000169,2025-12-09 05:05:03,delivered,614.42
ORD0000777,CUST000195,2025-12-03 21:03:28,shipped,1739.72
ORD0000778,CUST000163,2025-08-06 02:28:26,shipped,1900.76
ORD0000779,CUST000028,2024-04-12 19:15:16,canceled,2487.49
ORD0000780,CUST000184,2025-11-20 02:39:16,delivered,579.46
ORD0000781,CUST000157,2025-07-11 04:35:53,shipped,4654.57
ORD0000782,CUST000101,2025-03-10 13:30:36,shipped,3918.03
ORD0000783,CUST000184,2025-01-09 20:47:10,processing,2101.63
ORD0000784,CUST000163,2025-11-29 09:06:26,processing,4464.18
ORD0000785,CUST000118,2025-11-14 00:11:53,delivered,2545.78
ORD0000786,CUST000128,2025-06-02 12:35:08,shipped,290.43
ORD0000787,CUST000111,2025-11-21 04:46:48,shipped,2566.25
ORD0000788,CUST000046,2025-09-27 17:18:07,shipped,4085.46
ORD0000789,CUST000027,2025-10-22 08:36:50,delivered,3050.5
ORD0000790,CUST000083,2025-08-30 22:27:24,canceled,2122.39
ORD0000791,CUST000156,2025-03-08 01:20:55,shipped,4819.79
ORD0000792,CUST000076,2025-09-11 14:14:44,delivered,733.99
ORD0000793,CUST000155,2025-11-03 08:42:01,shipped,3522.4
ORD0000794,CUST000081,2025-11-18 10:40:15,delivered,2790.23
ORD0000795,CUST000056,2024-10-28 22:51:06,shipped,3586.2
ORD0000796,CUST000176,2024-11-22 00:01:22,canceled,706.73
ORD0000797,CUST000182,2025-06-05 00:20:44,returned,930.17
ORD0000798,CUST000139,2025-11-03 23:42:50,delivered,3815.84
ORD0000799,CUST000144,2025-02-15 18:34:42,delivered,4716.23
ORD0000800,CUST000182,2024-12-06 08:12:35,delivered,4474.64
ORD0000801,CUST000137,2024-12-11 15:23:42,canceled,2140.81
ORD0000802,CUST000004,2025-07-11 14:13:39,processing,1935.31
ORD0000803,CUST000014,2025-12-08 06:17:27,processing,1371.54
ORD0000804,CUST000042,2025-02-23 07:52:56,delivered,774.82
ORD0000805,CUST000016,2025-11-11 15:08:58,delivered,1059.8
ORD0000806,CUST000139,2025-09-08 15:51:59,shipped,2290.34
